lonR,latR,depR
-117.69967,35.93879,4.278
-117.84835,36.05919,3.226
-117.68162,35.86787,7.715
-117.87042,36.03685,3.424
-117.4823,35.68087,6.951
-117.40293,35.60156,7.024
-117.70093,35.93754,4.267
-117.67682,35.89099,4.296
-117.85735,36.03063,2.931
-117.55747,35.71743,5.965
-117.84461,36.02987,3.358
-117.45885,35.65702,5.942
-117.85077,36.06007,3.363
-117.6924,35.919,4.47
-117.67148,35.88367,3.304
-117.71635,35.92071,3.874
-117.6994,35.91289,6.828
-117.69891,35.90477,6.895
-117.42301,35.62063,5.019
-117.5173,35.68263,8.403
-117.72942,35.89859,7.051
-117.45324,35.64178,4.632
-117.69703,35.90853,5.155
-117.84654,36.05928,3.428
-117.85524,36.05619,3.416
-117.71476,35.89398,6.251
-117.70095,35.89437,6.229
-117.8458,36.05971,3.463
-117.70195,35.8881,3.766
-117.6996,35.91261,6.775
-117.43554,35.62908,7.499
-117.70711,35.87455,4.288
-117.72535,35.89768,5.887
-117.51879,35.71293,3.757
-117.49825,35.65406,6.117
-117.66195,35.82903,4.818
-117.84744,36.05811,3.454
-117.476,35.66515,2.498
-117.67082,35.88463,3.263
-117.85228,36.04977,2.708
-117.8468,36.05719,2.815
-117.71268,35.8791,4.368
-117.45134,35.62107,5.342
-117.49728,35.64466,6.012
-117.58786,35.59257,4.9
-117.71336,35.93096,5.855
-117.50337,35.67701,5.09
-117.68334,35.91451,3.831
-117.68614,35.9094,3.76
-117.68381,35.91475,3.985
-117.6801,35.91795,3.898
-117.6843,35.91361,3.969
-117.68792,35.91001,4.207
-117.84981,36.05842,3.417
-117.45519,35.64752,2.055
-117.84981,36.05919,3.725
-117.69109,35.88124,7.325
-117.6994,35.93936,4.472
-117.84481,36.03006,3.219
-117.84542,36.02977,3.322
-117.44461,35.63958,7.229
-117.84535,36.02995,3.326
-117.56958,35.76258,5.693
-117.84389,36.06063,3.618
-117.71813,35.92496,5.06
-117.49417,35.67999,5.982
-117.42039,35.58818,5.412
-117.85711,36.05297,3.579
-117.67703,35.88974,4.168
-117.66617,35.87301,8.921
-117.51879,35.66913,7.913
-117.45775,35.63621,5.908
-117.51672,35.68104,8.204
-117.70885,35.92144,4.153
-117.53509,35.67368,8.017
-117.69725,35.89287,3.691
-117.6827,35.91024,3.647
-117.68244,35.90903,3.648
-117.8441,36.06004,3.498
-117.48178,35.68268,6.967
-117.70789,35.87536,4.837
-117.57673,35.74503,2.87
-117.7248,35.9107,6.881
-117.47075,35.67626,7.225
-117.66295,35.82826,5.188
-117.66363,35.8288,5.219
-117.41427,35.58347,5.821
-117.47062,35.67642,7.214
-117.71785,35.91455,6.909
-117.85132,36.05152,3.075
-117.73045,35.90007,6.494
-117.73075,35.90007,6.47
-117.68724,35.91098,4.607
-117.49961,35.70957,6.334
-117.68334,35.88793,7.369
-117.70471,35.9135,6.849
-117.47086,35.66795,6.984
-117.47071,35.65484,6.451
-117.67642,35.87807,7.464
-117.70138,35.91128,4.785
-117.68647,35.91324,4.631
-117.40227,35.60169,7.132
-117.69578,35.94015,4.02
-117.51273,35.68539,7.065
-117.67883,35.88885,4.474
-117.49875,35.6561,5.816
-117.70671,35.87062,5.511
-117.69001,35.8836,7.435
-117.70774,35.95776,4.296
-117.48353,35.66008,4.751
-117.55683,35.7193,6.634
-117.70016,35.86955,4.454
-117.41473,35.6203,4.576
-117.71235,35.91337,4.455
-117.56631,35.76966,9.207
-117.67529,35.98642,2.529
-117.41384,35.58631,7.081
-117.72614,35.92136,4.375
-117.67847,35.94789,4.668
-117.70976,35.89773,8.161
-117.5382,35.68143,9.353
-117.4409,35.61963,6.621
-117.5495,35.74503,3.562
-117.56239,35.7245,8.016
-117.70074,35.9088,4.691
-117.45951,35.63679,5.785
-117.69986,35.86708,5.084
-117.69126,35.90804,4.402
-117.69221,35.93036,4.206
-117.5868,35.60904,5.578
-117.53664,35.72422,6.759
-117.69193,35.89461,4.852
-117.73138,35.89076,6.083
-117.54343,35.72314,6.255
-117.68002,35.98456,1.764
-117.69002,35.86314,8.592
-117.67437,35.9856,2.042
-117.68313,35.89872,4.138
-117.41685,35.61287,4.964
-117.52305,35.65729,9.775
-117.52851,35.65654,8.348
-117.34306,35.56205,3.852
-117.69878,35.91072,4.971
-117.5074,35.68955,8.615
-117.51848,35.69174,7.502
-117.67538,35.90009,4.39
-117.49914,35.66611,5.594
-117.41272,35.61433,5.576
-117.85244,36.05348,3.884
-117.4828,35.66862,5.223
-117.66326,35.82847,5.28
-117.72611,35.91404,6.976
-117.73473,35.91652,6.129
-117.51812,35.67291,7.944
-117.68881,35.89634,6.172
-117.4418,35.62144,6.759
-117.4418,35.62144,6.77
-117.67618,35.98322,1.945
-117.70115,35.93594,4.373
-117.68426,35.90415,4.003
-117.4478,35.6131,4.855
-117.70558,35.92565,4.738
-117.7042,35.91289,3.567
-117.85714,36.05246,3.521
-117.45528,35.64581,3.501
-117.69349,35.90508,4.805
-117.64797,35.82717,3.783
-117.5335,35.6764,7.949
-117.49537,35.66457,1.736
-117.72425,35.89793,6.312
-117.68196,35.90652,3.711
-117.70854,35.88399,4.496
-117.67775,35.96602,3.329
-117.67433,35.88785,7.548
-117.84992,36.05584,3.901
-117.84782,36.02349,4.105
-117.43214,35.62774,4.413
-117.51913,35.70035,8.133
-117.71669,35.92821,4.666
-117.57265,35.75339,7.05
-117.48053,35.68627,7.037
-117.52687,35.70049,8.895
-117.53733,35.65397,9.234
-117.67834,35.89004,4.717
-117.43602,35.62261,6.775
-117.50331,35.70761,7.535
-117.85089,36.03076,3.39
-117.66021,35.82631,5.124
-117.46236,35.63984,6.033
-117.85168,36.03047,3.42
-117.85982,36.02941,2.73
-117.54273,35.68321,8.932
-117.50031,35.67192,8.296
-117.46379,35.66334,6.308
-117.54026,35.71802,5.094
-117.51978,35.65266,9.413
-117.51782,35.67003,7.981
-117.85089,36.03063,3.531
-117.84314,36.05942,3.455
-117.50123,35.70469,7.549
-117.59113,35.69879,7.891
-117.46604,35.67012,5.86
-117.47585,35.66674,4.774
-117.35142,35.57309,3.044
-117.4362,35.63512,3.765
-117.52537,35.70586,9.199
-117.55429,35.74379,4.234
-117.47403,35.66896,5.925
-117.70777,35.87313,4.401
-117.42064,35.58997,5.78
-117.85767,36.05301,3.552
-117.54783,35.71073,9.812
-117.52557,35.68464,7.367
-117.41173,35.60897,4.674
-117.72734,35.92017,6.757
-117.52201,35.69888,9.154
-117.58473,35.76681,6.053
-117.57143,35.75956,7.435
-117.57249,35.77681,9.655
-117.51459,35.67948,8.084
-117.84286,36.03865,3.006
-117.58717,35.77073,7.544
-117.70432,35.88746,7.689
-117.694,35.91981,3.521
-117.70225,35.87615,6.782
-117.42211,35.59124,5.326
-117.53442,35.73391,6.343
-117.70562,35.87159,4.432
-117.67971,35.92712,4.083
-117.85661,36.05135,3.584
-117.53088,35.69429,8.301
-117.45543,35.60993,4.737
-117.73785,35.89506,7.241
-117.69076,35.89305,4.818
-117.43129,35.63192,4.989
-117.6978,35.88691,4.416
-117.70479,35.90685,7.557
-117.59484,35.61486,7.872
-117.73711,35.89762,5.948
-117.4635,35.64999,7.118
-117.57249,35.77464,9.519
-117.67102,35.89235,4.662
-117.68075,35.88743,3.988
-117.56943,35.6076,6.051
-117.41512,35.61219,4.916
-117.5313,35.73399,4.585
-117.53149,35.73337,4.673
-117.40298,35.6015,7.032
-117.52329,35.71602,3.92
-117.43025,35.60005,5.811
-117.52894,35.69427,8.236
-117.59239,35.59449,7.126
-117.41625,35.58535,5.84
-117.84747,36.05621,3.563
-117.68906,35.89362,4.091
-117.54956,35.74731,5.829
-117.3984,35.59511,7.162
-117.72254,35.89407,6.603
-117.44281,35.64105,5.693
-117.67639,35.87263,4.765
-117.41176,35.58366,7.155
-117.54971,35.71156,8.094
-117.54024,35.71962,5.969
-117.73449,35.92165,6.679
-117.47897,35.65364,3.38
-117.72758,35.91462,6.837
-117.69453,35.93195,5.193
-117.49022,35.65212,4.69
-117.72029,35.92896,3.938
-117.46832,35.68408,4.329
-117.70802,35.8793,4.878
-117.7091,35.88033,4.656
-117.70806,35.88148,4.944
-117.52105,35.65555,9.466
-117.84564,36.02206,2.649
-117.5031,35.6749,8.306
-117.71401,35.9267,4.482
-117.70871,35.88036,4.767
-117.84721,36.05692,3.555
-117.70502,35.92606,4.691
-117.74811,35.90764,6.733
-117.55587,35.70443,4.558
-117.48842,35.71365,5.205
-117.35103,35.57032,3.514
-117.35116,35.57007,3.542
-117.7101,35.87939,4.613
-117.5248,35.71583,5.697
-117.8568,36.0541,3.811
-117.72795,35.88915,6.694
-117.85351,36.04776,3.579
-117.51971,35.65227,9.475
-117.41081,35.60817,5.293
-117.86094,36.04981,3.194
-117.51492,35.67013,8.533
-117.84878,36.05298,3.576
-117.8548,36.04696,3.369
-117.46776,35.67705,7.392
-117.84843,36.0538,3.562
-117.85322,36.04708,3.596
-117.68849,35.88604,7.051
-117.84597,36.05162,3.385
-117.43995,35.66027,4.869
-117.84574,36.05126,3.646
-117.70102,35.90535,8.027
-117.84491,36.05695,3.148
-117.70038,35.86577,5.28
-117.69997,35.8975,8.165
-117.72708,35.89723,4.158
-117.43995,35.66027,4.869
-117.84387,36.05083,3.449
-117.5566,35.70666,8.03
-117.70582,35.88008,4.91
-117.4192,35.58659,4.808
-117.84323,36.0524,3.729
-117.70362,35.9173,6.197
-117.41918,35.58737,5.248
-117.67656,35.98602,2.15
-117.69678,35.8745,5.857
-117.52835,35.69478,7.942
-117.49682,35.70753,6.494
-117.48954,35.66942,1.419
-117.52571,35.67111,7.92
-117.46277,35.65904,5.804
-117.69464,35.92274,4.617
-117.45835,35.64878,2.378
-117.73792,35.89976,7.145
-117.49081,35.67833,4.819
-117.45957,35.66593,6.46
-117.67172,35.90003,5.448
-117.52279,35.67508,9.078
-117.55587,35.70421,4.552
-117.55256,35.7479,4.022
-117.6801,35.92064,3.512
-117.55354,35.74805,2.332
-117.45802,35.64971,1.148
-117.69283,35.89113,4.492
-117.43982,35.60864,4.527
-117.55376,35.7197,5.677
-117.67613,35.8973,3.05
-117.53153,35.70113,8.845
-117.67846,35.9678,3.333
-117.43555,35.62995,4.553
-117.73407,35.89258,7.237
-117.69447,35.92095,4.53
-117.86082,36.04825,3.583
-117.86306,36.05063,3.526
-117.43943,35.64098,4.237
-117.66109,35.82674,5.257
-117.67892,35.88132,5.198
-117.50804,35.66957,8.102
-117.45758,35.64718,5.58
-117.67683,35.88398,4.769
-117.45678,35.64731,5.556
-117.67757,35.88387,4.442
-117.72604,35.91546,6.83
-117.83813,36.05483,4.123
-117.45639,35.64723,5.464
-117.73843,35.9154,5.508
-117.4982,35.70868,6.879
-117.55828,35.74605,5.046
-117.68058,35.8825,4.928
-117.68065,35.8827,4.885
-117.68075,35.88263,4.856
-117.67393,35.96093,2.97
-117.48797,35.67243,5.499
-117.70412,35.93505,4.442
-117.7057,35.89671,7.539
-117.73788,35.89701,6.056
-117.71287,35.88993,6.112
-117.69287,35.91056,4.689
-117.84676,36.04836,3.766
-117.71732,35.92647,3.759
-117.67628,35.88372,4.996
-117.67727,35.88223,5.231
-117.72723,35.91385,4.463
-117.56479,35.75729,5.053
-117.44511,35.6258,7.029
-117.86887,36.03647,2.956
-117.47617,35.66711,6.144
-117.71263,35.89618,7.851
-117.7057,35.89704,7.54
-117.70146,35.95471,4.691
-117.70404,35.87234,4.584
-117.48126,35.6709,5.769
-117.84483,36.06199,3.232
-117.67644,35.88366,4.881
-117.67991,35.88284,4.882
-117.68417,35.86915,8.168
-117.70193,35.86595,5.327
-117.72164,35.9189,3.746
-117.84768,36.02668,3.067
-117.45948,35.63212,4.536
-117.44181,35.61991,6.601
-117.56599,35.76403,9.055
-117.5267,35.71259,6.058
-117.72732,35.91452,4.424
-117.44552,35.62097,5.639
-117.69014,35.88142,4.766
-117.84616,36.04913,3.773
-117.84731,36.04776,3.844
-117.84686,36.04828,3.808
-117.52612,35.68741,7.805
-117.71302,35.94258,4.466
-117.5057,35.68097,8.638
-117.84453,36.05741,3.246
-117.51161,35.68608,7.376
-117.54907,35.74543,4.944
-117.697,35.91102,4.717
-117.70163,35.93587,4.257
-117.44266,35.62288,6.833
-117.46589,35.67404,4.899
-117.7174,35.8938,5.556
-117.51604,35.66905,7.461
-117.68029,35.8823,4.957
-117.43134,35.65917,5.031
-117.84803,36.05339,3.361
-117.504,35.70263,5.957
-117.52106,35.68982,7.434
-117.84745,36.048,3.735
-117.71225,35.92,6.539
-117.84319,36.05257,3.707
-117.69727,35.87747,6.253
-117.70161,35.86703,5.054
-117.57261,35.76181,7.1
-117.42881,35.62723,3.692
-117.53352,35.69014,8.541
-117.58572,35.612,7.275
-117.54077,35.71918,6.947
-117.42729,35.62664,3.584
-117.44283,35.63715,7.428
-117.45162,35.64172,1.958
-117.68892,35.88474,7.296
-117.68236,35.91024,3.991
-117.69753,35.9064,4.823
-117.71536,35.90577,8.081
-117.53783,35.69614,9.265
-117.69518,35.884,5.431
-117.71428,35.91658,4.265
-117.714,35.91684,4.223
-117.50053,35.6739,8.233
-117.41388,35.58303,5.509
-117.69981,35.86767,4.733
-117.52512,35.7065,9.061
-117.69862,35.89863,6.596
-117.84516,36.04775,4.067
-117.72929,35.89375,5.248
-117.48025,35.65485,5.666
-117.69555,35.88809,3.863
-117.67881,35.88284,5.01
-117.43964,35.61898,6.489
-117.65776,35.83308,4.472
-117.49748,35.65414,6.652
-117.51615,35.67041,7.797
-117.42583,35.59423,4.573
-117.41952,35.61381,4.436
-117.50095,35.67964,8.462
-117.67856,35.88277,5.004
-117.68569,35.86719,7.526
-117.5169,35.67446,8.545
-117.43679,35.6081,5.059
-117.71607,35.91645,4.288
-117.74946,35.90577,6.89
-117.53363,35.6804,7.47
-117.43676,35.60769,4.783
-117.58279,35.60833,5.584
-117.51701,35.6745,8.532
-117.84743,36.05599,3.485
-117.43692,35.60818,5.36
-117.75056,35.90432,6.987
-117.68179,35.90575,2.947
-117.48071,35.66171,5.553
-117.65557,35.83526,5.068
-117.69753,35.87979,6.826
-117.73168,35.89196,6.632
-117.72179,35.91629,6.101
-117.7314,35.89143,6.356
-117.70993,35.92328,3.53
-117.68166,35.89872,4.205
-117.69413,35.94411,3.96
-117.33296,35.56583,3.276
-117.41866,35.58631,4.637
-117.84549,36.04176,3.145
-117.71291,35.92067,6.566
-117.71288,35.92088,6.497
-117.68505,35.89112,7.989
-117.67919,35.92531,3.832
-117.57389,35.75078,7.105
-117.69592,35.87181,8.946
-117.44143,35.63923,5.923
-117.59651,35.60224,4.666
-117.70715,35.9314,4.58
-117.41728,35.61717,5.451
-117.51682,35.66631,8.672
-117.69686,35.86841,8.304
-117.46729,35.6046,4.375
-117.51868,35.66553,8.749
-117.84281,36.05142,3.636
-117.51646,35.67417,8.656
-117.47433,35.67591,7.359
-117.44824,35.64748,7.224
-117.70005,35.89248,4.09
-117.51734,35.66428,8.546
-117.68747,35.88948,5.366
-117.51733,35.66434,8.542
-117.69724,35.88798,6.126
-117.41106,35.61026,4.641
-117.50097,35.67834,8.082
-117.41476,35.58344,4.809
-117.67646,35.89924,2.934
-117.45054,35.65083,5.997
-117.44998,35.65065,6.086
-117.46775,35.67688,7.165
-117.54606,35.71316,5.295
-117.85368,36.02934,3.293
-117.69647,35.90873,8.455
-117.68389,35.88763,3.545
-117.39892,35.5938,7.486
-117.69761,35.86395,6.205
-117.69795,35.94404,3.943
-117.52252,35.65695,9.646
-117.48346,35.65314,4.829
-117.41527,35.58373,4.851
-117.51042,35.70252,5.694
-117.50433,35.68308,8.308
-117.50127,35.71042,6.241
-117.65169,35.82922,4.385
-117.46463,35.63201,4.707
-117.70596,35.9185,4.262
-117.68913,35.8847,7.267
-117.52482,35.66235,8.869
-117.72917,35.91875,4.119
-117.4917,35.64769,6.767
-117.71867,35.92841,4.846
-117.53787,35.72318,6.545
-117.46161,35.664,6.147
-117.84801,36.02129,3.692
-117.4682,35.67165,5.141
-117.68707,35.9106,4.663
-117.67259,35.90137,3.664
-117.33514,35.56278,3.558
-117.54177,35.723,4.981
-117.57227,35.71103,6.411
-117.41386,35.61458,4.944
-117.43805,35.64234,6.433
-117.57491,35.77337,9.929
-117.64747,35.82564,4.51
-117.42865,35.64603,5.372
-117.52623,35.68198,7.771
-117.70052,35.9078,4.573
-117.85846,36.04412,2.845
-117.48941,35.64634,6.85
-117.66779,35.89474,3.784
-117.67066,35.90066,4.189
-117.50251,35.70657,5.471
-117.73541,35.91573,4.347
-117.51538,35.67309,8.531
-117.56067,35.71919,7.129
-117.70067,35.88505,3.607
-117.51902,35.69181,7.069
-117.43565,35.61787,6.848
-117.55296,35.7231,5.849
-117.84492,36.02223,2.618
-117.52404,35.69184,7.842
-117.68984,35.91081,4.977
-117.67691,35.89129,4.357
-117.56854,35.75148,6.083
-117.41842,35.58705,5.152
-117.72146,35.92084,3.882
-117.84974,36.05948,3.658
-117.69738,35.9146,4.052
-117.85755,36.03057,3.09
-117.85259,36.0615,3.311
-117.67878,35.89108,4.467
-117.67257,35.90867,3.218
-117.51097,35.69811,7.446
-117.68263,35.88895,4.183
-117.42322,35.59543,5.723
-117.85025,36.06065,3.293
-117.44152,35.61089,3.961
-117.71604,35.90708,3.992
-117.48417,35.65881,3.437
-117.70793,35.87533,5.198
-117.71417,35.92377,4.255
-117.67651,35.88163,4.749
-117.67186,35.88422,3.408
-117.36247,35.5787,4.597
-117.46901,35.67657,7.254
-117.67251,35.88242,3.396
-117.71385,35.89761,8.075
-117.84759,36.05699,2.75
-117.84736,36.05707,3.0
-117.47153,35.66913,4.361
-117.70022,35.95177,6.343
-117.85074,36.0557,3.513
-117.71391,35.92517,4.368
-117.49388,35.67373,6.166
-117.45539,35.60985,4.656
-117.53645,35.69237,7.607
-117.85947,36.02917,2.816
-117.6915,35.91579,4.298
-117.85993,36.02932,2.78
-117.55646,35.71998,6.47
-117.72486,35.898,6.146
-117.4515,35.62191,5.379
-117.67314,35.93316,3.582
-117.84916,36.06175,3.661
-117.70151,35.86674,5.349
-117.59301,35.58331,6.95
-117.84751,36.0572,2.773
-117.57006,35.75508,7.628
-117.45484,35.64751,2.36
-117.68604,35.90898,3.769
-117.45331,35.62289,4.827
-117.69579,35.92197,4.506
-117.41109,35.6093,4.416
-117.47825,35.66483,1.514
-117.69275,35.91026,4.354
-117.58574,35.7678,6.036
-117.67962,35.88267,4.819
-117.84936,36.05173,2.883
-117.65995,35.82599,5.267
-117.51375,35.67383,8.007
-117.67709,35.88015,5.309
-117.51658,35.6664,8.195
-117.50718,35.66959,5.641
-117.34997,35.5734,4.745
-117.54033,35.72368,7.223
-117.67731,35.89132,4.787
-117.85683,36.05626,3.311
-117.45077,35.6209,5.186
-117.84531,36.02231,2.766
-117.84732,36.05687,2.929
-117.58171,35.6193,6.691
-117.54189,35.72508,5.826
-117.71744,35.91304,6.384
-117.54494,35.69452,7.548
-117.70695,35.90003,7.994
-117.34949,35.57154,4.444
-117.69915,35.87914,5.15
-117.68498,35.90699,2.309
-117.70715,35.92364,3.907
-117.85609,36.05414,2.68
-117.53157,35.68836,7.405
-117.47187,35.66352,6.773
-117.6914,35.90663,4.504
-117.43877,35.64252,4.753
-117.68736,35.86738,7.236
-117.44249,35.65216,3.551
-117.46894,35.67457,6.879
-117.70212,35.89409,6.019
-117.64843,35.82251,5.469
-117.6875,35.91109,4.543
-117.68161,35.91989,4.104
-117.33291,35.56681,2.946
-117.698,35.89975,6.758
-117.45041,35.6121,3.696
-117.67623,35.87266,4.753
-117.6793,35.89945,4.023
-117.56418,35.72648,9.166
-117.55846,35.74587,7.697
-117.43612,35.62998,4.572
-117.84618,36.02953,3.104
-117.49921,35.65629,5.77
-117.49904,35.65644,5.788
-117.67834,35.93495,2.43
-117.4631,35.65673,2.289
-117.73755,35.90129,6.803
-117.48604,35.65583,3.937
-117.68965,35.88413,7.334
-117.70728,35.92297,3.935
-117.46925,35.67251,4.483
-117.51896,35.67075,7.561
-117.70056,35.89603,6.217
-117.71251,35.91257,3.259
-117.58607,35.70407,7.556
-117.58486,35.61162,6.856
-117.8477,36.02551,3.989
-117.70233,35.894,6.115
-117.718,35.91808,5.194
-117.56581,35.75523,4.943
-117.51502,35.67398,8.094
-117.66522,35.96187,4.245
-117.46911,35.67941,7.185
-117.52261,35.6583,9.258
-117.35274,35.57419,4.774
-117.50152,35.65115,5.025
-117.4313,35.60106,5.405
-117.68512,35.90622,2.316
-117.70772,35.9265,5.006
-117.71805,35.91826,5.023
-117.45138,35.64401,2.155
-117.59405,35.58423,6.982
-117.58293,35.60502,4.437
-117.67931,35.86865,7.637
-117.86126,36.04713,3.605
-117.69242,35.91068,4.627
-117.7203,35.92901,3.947
-117.46823,35.65923,5.432
-117.48154,35.66151,5.105
-117.67541,35.98729,3.108
-117.48896,35.67813,5.468
-117.64609,35.82162,5.474
-117.34366,35.56275,3.833
-117.45317,35.64389,2.405
-117.69444,35.92293,4.612
-117.68751,35.91058,3.41
-117.66351,35.97409,4.203
-117.71189,35.93564,4.431
-117.42574,35.594,5.943
-117.84699,36.05396,3.454
-117.4645,35.64715,3.161
-117.66527,35.97331,3.676
-117.572,35.75303,4.402
-117.44189,35.6225,6.938
-117.8513,36.05443,3.198
-117.44514,35.6201,5.823
-117.85136,36.05573,3.507
-117.68987,35.91521,4.957
-117.8509,36.05578,3.305
-117.44683,35.61364,4.844
-117.41581,35.62074,4.56
-117.68329,35.88839,4.098
-117.85721,36.0518,3.545
-117.8615,36.05098,3.476
-117.5316,35.68841,7.364
-117.64726,35.82353,4.281
-117.67204,35.98472,2.569
-117.6898,35.88386,7.327
-117.57247,35.75292,7.005
-117.66449,35.97409,3.391
-117.86341,36.02643,2.869
-117.70044,35.86494,5.199
-117.70169,35.91611,4.465
-117.69365,35.90528,5.19
-117.41989,35.58814,5.213
-117.85657,36.05273,2.566
-117.47854,35.6635,6.597
-117.68881,35.91933,4.41
-117.67851,35.88978,4.646
-117.69456,35.88327,8.099
-117.42856,35.5958,4.642
-117.52217,35.67286,8.277
-117.54883,35.74706,5.51
-117.71721,35.89312,5.958
-117.84713,36.0568,3.372
-117.85579,36.0532,2.516
-117.42393,35.59411,6.029
-117.69808,35.91164,4.267
-117.43582,35.60696,6.025
-117.85044,36.03076,3.581
-117.70058,35.88662,4.341
-117.85123,36.03076,3.336
-117.53672,35.65413,8.864
-117.8471,36.0557,3.503
-117.8473,36.0567,3.497
-117.852,36.05011,3.018
-117.48948,35.71139,5.433
-117.71276,35.92422,3.926
-117.85281,36.03008,3.255
-117.84557,36.02189,2.557
-117.85127,36.03079,3.45
-117.85532,36.05295,2.425
-117.47663,35.66635,4.697
-117.47314,35.68228,8.24
-117.4767,35.6662,4.25
-117.84376,36.05954,3.571
-117.84306,36.06052,3.726
-117.47665,35.66622,4.707
-117.45184,35.64143,2.864
-117.69373,35.90185,4.225
-117.71425,35.91994,4.014
-117.50141,35.65633,4.706
-117.35145,35.5723,3.117
-117.3519,35.57231,3.428
-117.86169,36.02684,3.204
-117.7261,35.92014,3.993
-117.47198,35.67579,5.539
-117.67756,35.88549,3.768
-117.41177,35.60923,4.631
-117.45199,35.62373,5.04
-117.69394,35.91285,5.003
-117.67272,35.90661,3.76
-117.7061,35.92741,5.298
-117.84747,36.05724,3.148
-117.87141,36.04088,2.895
-117.69375,35.89714,6.291
-117.41227,35.60955,4.579
-117.6822,35.88958,3.622
-117.67356,35.90003,4.439
-117.5012,35.676,5.573
-117.58259,35.6085,5.577
-117.65801,35.84086,4.567
-117.55657,35.7169,5.791
-117.58498,35.7043,7.022
-117.52591,35.69005,7.702
-117.68047,35.94863,3.113
-117.6804,35.94789,2.917
-117.65784,35.84035,4.51
-117.43798,35.60941,5.122
-117.4552,35.64329,3.009
-117.87111,36.04087,3.01
-117.71192,35.91641,3.511
-117.4603,35.65815,5.731
-117.6925,35.93869,4.122
-117.85286,36.03023,3.386
-117.6846,35.86929,7.803
-117.67608,35.98681,2.349
-117.69922,35.88353,3.58
-117.85622,36.05356,2.745
-117.45521,35.64805,2.552
-117.67537,35.89965,4.324
-117.84541,36.05818,3.52
-117.70149,35.93591,4.298
-117.70525,35.92608,4.689
-117.57856,35.76871,7.377
-117.73472,35.92238,6.518
-117.42674,35.62652,3.333
-117.73462,35.92147,6.709
-117.85196,36.0309,3.24
-117.67518,35.90035,4.467
-117.48122,35.66768,0.816
